ID,Locality,Country,State,County,GeorefLatitude,GeorefLongitude,SpacyNER,prediction_mean,prediction_smallest
394336.0,"Sierra Madre: along Continental Divide Trail E of Huston Park, ca 11.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.0954,-106.9528,Sierra Madre|Continental Divide Trail E|Huston Park|Encampment,"  32.712654,-104.47185 ",
394339.0,"Sierra Madre: Miller Creek cut, ca 9.5 air mi SSW of Encampment.",U.S.A.,Wyoming,Carbon,41.0751,-106.8418,Sierra Madre|Miller Creek|Encampment,"  32.712654,-104.47185 ",
394341.0,"Medicine Bow Mountains: Prospect Creek, ca 19 air mi ESE of Encampment.",U.S.A.,Wyoming,Carbon,41.114,-106.4428,Medicine Bow Mountains|Prospect Creek|Encampment,,
394346.0,"Sierra Madre: West Fork Cherokee Creek, ca 3.5 air mi ESE of Encampment.",U.S.A.,Wyoming,Carbon,41.1863,-106.7322,Sierra Madre|West Fork Cherokee Creek|Encampment,"  32.712654,-104.47185 ",
394348.0,"Sierra Madre: Copper Creek, ca 4.8 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1523,-106.8377,Sierra Madre|Copper Creek|Encampment,"  32.712654,-104.47185 ",
394350.0,"Sierra Madre: North Fork Miner Creek, ca 4 mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1542,-106.835,Sierra Madre|North Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
394352.0,"Sierra Madre: Holroyd Park, ca 19.5 air mi SE of Encampment.",U.S.A.,Wyoming,Carbon,41.0143,-106.5196,Sierra Madre|Holroyd Park|Encampment,"  32.712654,-104.47185 ",
394356.0,"Sierra Madre: Commissary Park, ca 14 air mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.0075,-106.8159,Sierra Madre|Commissary Park|Encampment,"  32.712654,-104.47185 ",
394362.0,"Sierra Madre: Cunningham Park, ca 17.5 air mi SE of Encampment.",U.S.A.,Wyoming,Carbon,41.0383,-106.5515,Sierra Madre|Cunningham Park|Encampment,"  32.712654,-104.47185 ",
394364.0,"Sierra Madre: Rose Creek, ca 15 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.0225,-106.9411,Sierra Madre|Rose Creek|Encampment,"  32.712654,-104.47185 ",
394366.0,"Sierra Madre: South Fork Miner Creek, ca 5 air mi SSW of Encampment.",U.S.A.,Wyoming,Carbon,41.1372,-106.8328,Sierra Madre|South Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
394368.0,"Sierra Madre: Encampment River Canyon, ca 2 air mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.1816,-106.7963,Sierra Madre|Encampment River Canyon|Encampment,"  32.712654,-104.47185 ",
394369.0,"Sierra Madre: head of North Soldier Creek, ca 10 air mi SW of Encampment [Dudley Creek Quad].",U.S.A.,Wyoming,Carbon,41.0767,-106.8658,Sierra Madre|North Soldier Creek|Encampment|Dudley Creek Quad,"  32.712654,-104.47185 ",
394370.0,"Sierra Madre: South Fork Miner Creek, ca 8.5 air mi WSW of Encampment.",U.S.A.,Wyoming,Carbon,41.0994,-106.8656,Sierra Madre|South Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
394371.0,"Sierra Madre: South Fork Miner Creek, ca 9 air mi SSW of Encampment.",U.S.A.,Wyoming,Carbon,41.0915,-106.8707,Sierra Madre|South Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
394376.0,"Sierra Madre: Red Mountain, ca 10.5 air mi WSW of Encampment.",U.S.A.,Wyoming,Carbon,41.1442,-106.9785,Sierra Madre|Red Mountain|Encampment,"  32.712654,-104.47185 ",
394377.0,"Sierra Madre: Encampment River Canyon, ca 2 mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.1816,-106.7963,Sierra Madre|Encampment River Canyon|Encampment,"  32.712654,-104.47185 ",
394378.0,"Sierra Madre: SW of Green Mountain, ca 9.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.109,-106.9217,Sierra Madre|Green Mountain|Encampment,"  32.712654,-104.47185 ",
394383.0,"Medicine Bow Mountains: North Platte River, ca 12 air mi ENE of Encampment.",U.S.A.,Wyoming,Carbon,41.2589,-106.5729,Medicine Bow Mountains|North Platte River|Encampment,,
394384.0,"Medicine Bow Mountains: Elkhorn Point, ca 22.5 air mi SE of Encampment.",U.S.A.,Wyoming,Carbon,41.0681,-106.3986,Medicine Bow Mountains|Elkhorn Point|Encampment,,
394387.0,"Sierra Madre: Green Mountain, ca 7 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1404,-106.8941,Sierra Madre|Green Mountain|Encampment,"  32.712654,-104.47185 ",
394389.0,"Sierra Madre: Encampment River Canyon, ca 3.5 mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.1563,-106.7904,Sierra Madre|Encampment River Canyon|Encampment,"  32.712654,-104.47185 ",
394390.0,"Sierra Madre: Green Mountain Trail, ca 9.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1059,-106.9155,Sierra Madre|Green Mountain Trail|Encampment,"  32.712654,-104.47185 ",
394393.0,"Sierra Madre: North Fork Miner Creek, ca 5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1464,-106.8424,Sierra Madre|North Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
394395.0,"Medicine Bow Mountains: North French Creek, ca 17 air mi E of Encampment.",U.S.A.,Wyoming,Carbon,41.2407,-106.4702,Medicine Bow Mountains|North French Creek|Encampment,,
394400.0,Lander.,U.S.A.,Wyoming,Fremont,42.8359,-108.7229,,,
394401.0,Sierra Madre: ca 4 air mi WSW of Encampment.,U.S.A.,Wyoming,Carbon,41.1841,-106.8608,Sierra Madre|Encampment,"  32.712654,-104.47185 ",
394402.0,Sierra Madre: ca 3 air mi W of Encampment.,U.S.A.,Wyoming,Carbon,41.2101,-106.8466,Sierra Madre,"  32.712654,-104.47185 ",
394403.0,"Sierra Madre: upper Cushman Creek, ca 3.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1688,-106.835,Sierra Madre|upper Cushman Creek|Encampment,"  32.712654,-104.47185 ",
394404.0,"Sierra Madre: off Green Ridge Road, ca 23.5 air mi W of Encampment.",U.S.A.,Wyoming,Carbon,41.1998,-107.242,Sierra Madre|Green Ridge Road|Encampment,"  32.712654,-104.47185 ",
394406.0,"Sierra Madre: Copperton site, ca 18 air mi WSW of Encampment.",U.S.A.,Wyoming,Carbon,41.1425,-107.1209,Sierra Madre|Copperton|Encampment,"  32.712654,-104.47185 ",
394409.0,Ca 1 mi W of Encampment.,U.S.A.,Wyoming,Carbon,41.2072,-106.815,Encampment,"  41.209568,-106.789505","  41.2095678,-106.7895029"
394410.0,Sierra Madre: ca 13.5 air mi SSW of Encampment.,U.S.A.,Wyoming,Carbon,41.039,-106.9246,Sierra Madre|Encampment,"  32.712654,-104.47185 ",
394411.0,Sierra Madre: ca 1.5 air mi S of Encampment.,U.S.A.,Wyoming,Carbon,41.1834,-106.7967,Sierra Madre,"  32.712654,-104.47185 ",
394412.0,Sierra Madre: ca 14 air mi SW of Encampment.,U.S.A.,Wyoming,Carbon,41.0109,-106.9182,Sierra Madre|Encampment,"  32.712654,-104.47185 ",
394417.0,"Sierra Madre: Cunningham Park, ca 16.5 air mi SE of Encampment.",U.S.A.,Wyoming,Carbon,41.0414,-106.5658,Sierra Madre|Cunningham Park|Encampment,"  32.712654,-104.47185 ",
394418.0,"Sierra Madre: Quimby Park along North Fork Big Creek, ca 15 air mi SE of Encampment.",U.S.A.,Wyoming,Carbon,41.0465,-106.5992,Sierra Madre|Quimby Park|North Fork Big|Encampment,"  32.712654,-104.47185 ",
394419.0,"Sierra Madre: Encampment River Canyon, ca 3.5 air mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.1563,-106.7904,Sierra Madre|Encampment River Canyon|Encampment,"  32.712654,-104.47185 ",
394424.0,"Sierra Madre: South Fork Miner Creek, ca 5.5 air mi SSW of Encampment.",U.S.A.,Wyoming,Carbon,41.1359,-106.8344,Sierra Madre|South Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
394429.0,Sierra Madre: ca 8.5 air mi SW of Encampment.,U.S.A.,Wyoming,Carbon,41.0942,-106.8702,Sierra Madre|Encampment,"  32.712654,-104.47185 ",
394430.0,"Sierra Madre: Continental Divide Trail, ca 10.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.096,-106.9178,Sierra Madre|Continental Divide Trail|Encampment,"  32.712654,-104.47185 ",
394433.0,"Sierra Madre: Copper Creek, ca 4.8 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1528,-106.8367,Sierra Madre|Copper Creek|Encampment,"  32.712654,-104.47185 ",
394434.0,"Sierra Madre: E of Holroyd Park, ca 20 air mi SE of Encampment.",U.S.A.,Wyoming,Carbon,41.024,-106.4976,Sierra Madre|Holroyd Park|Encampment,"  32.712654,-104.47185 ",
394436.0,"Sierra Madre: Red Mountain, ca 11 air mi WSW of Encampment.",U.S.A.,Wyoming,Carbon,41.1394,-106.9799,Sierra Madre|Red Mountain|Encampment,"  32.712654,-104.47185 ",
394437.0,"Sierra Madre: SW of Green Mountain, ca 9.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.0965,-106.9231,Sierra Madre|Green Mountain|Encampment,"  32.712654,-104.47185 ",
394441.0,"Sierra Madre: North Fork Encampment River, ca 5.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1663,-106.8822,Sierra Madre|North Fork Encampment River|Encampment,"  32.712654,-104.47185 ",
394498.0,"Ca 4 mi N of La Barge, Bird Canyon.",U.S.A.,Wyoming,Sublette,42.3158,-110.1451,La Barge|Bird Canyon,"  42.41915,-110.46053","  42.2618866,-110.194604 "
394523.0,Road below Black Canyon Creek.,U.S.A.,Wyoming,Sublette,42.375,-110.3097,Black Canyon Creek,"  41.996105,-117.05667 ",
394528.0,"U.S. Hwy 189, 2 mi SW of Wyo Hwy 240.",U.S.A.,Wyoming,Lincoln,41.9135,-110.3019,U.S. Hwy 189|Wyo Hwy 240,,
394536.0,2 mi SW of Basin in Bird Canyon.,U.S.A.,Wyoming,Sublette,42.2737,-110.0949,Basin|Bird Canyon,"  38.100784,-107.7926  ","  44.379956,-108.038989"
394554.0,Chappell Creek.,U.S.A.,Wyoming,Lincoln,42.2444,-110.2953,Chappell Creek.," 35.829933,-82.78636 ",
394561.0,Ca 5 mi SE of Kemmerer.,U.S.A.,Wyoming,Lincoln,42.7275,-110.4689,Kemmerer,"  41.79246,-110.53771","  41.7924606,-110.537711 "
394563.0,Fogarty Canyon area.,U.S.A.,Wyoming,Sublette,42.4004,-110.3106,Fogarty Canyon,"  43.527332,-116.47156 ",
394815.0,Ca 2 mi SW of Calpet.,U.S.A.,Wyoming,Lincoln,42.2652,-110.2872,Calpet,"  42.28383,-110.25905","  42.28383 ,-110.259052"
394846.0,26 mi NE of Midwest on Wyo Hwy 387.,U.S.A.,Wyoming,Campbell,43.5752,-105.8663,Midwest|Wyo Hwy 387," 39.73707,-92.49749","  43.411391,-106.280075"
394848.0,"26 mi NE of Midwest, ca 1 mi S of Wyo Hwy 387, ca 53-54 air mi SW of Gillette.",U.S.A.,Wyoming,Campbell,43.5695,-105.8362,Midwest|Wyo Hwy 387|Gillette," 39.73707,-92.49749","  43.411391,-106.280075"
394900.0,Teton National Forest: Bryan Flat Ranger Station.,U.S.A.,Wyoming,Teton,43.2701,-110.647,Teton National Forest|Bryan Flat Ranger Station,"  43.58328 ,-110.126015","  43.5832793,-110.1260139"
395007.0,Wyoming National Forest: 0.5 mi N of La Barge Ranger Station.,U.S.A.,Wyoming,Lincoln,42.5261,-110.7033,Wyoming National Forest|La Barge Ranger Station,"  42.240776,-107.190285","  43.2256695 ,-109.98422646"
395257.0,"Beartooth Range: south end of Clay Butte, ca 0.1 mi N of U.S. Hwy 212 and just S of Clay Butte Road.",U.S.A.,Wyoming,Park,44.9377,-109.6283,Beartooth Range|Clay Butte|U.S. Hwy 212|Clay Butte Road,,
395265.0,"Beartooth Range: Clay Butte, due N and ca 60 ft above Clay Butte fire tower, ca 1 mi N of U.S. Hwy 212.",U.S.A.,Wyoming,Park,44.9514,-109.6277,Beartooth Range|Clay Butte|Clay Butte|U.S. Hwy 212,,
395425.0,Wind River Range: Whiskey Basin: Wyo Game and Fish Department's Whiskey Basin Big Game Winter Range: ca 4-5 air mi S of Dubois.,U.S.A.,Wyoming,Fremont,43.4781,-109.6222,Wind River Range|Whiskey Basin|Wyo Game and Fish Department's|Whiskey Basin|Dubois,"  43.180367,-109.65381 ","  43.1803647,-109.6538115"
395583.0,Hills SE of Sheridan.,U.S.A.,Wyoming,Sheridan,44.76956,-106.92696,Sheridan,"  43.05874,-101.36595","  44.797194,-106.956179"
396270.0,"""Jackson Hole,"" vicinity of Jackson Lake and on the lower slopes of the Teton Mountains, 2 mi N of Moran.",U.S.A.,Wyoming,Teton,43.8859,-110.5831,Jackson Hole|Jackson Lake|the Teton Mountains|Moran,"  44.48757,-106.24834","  43.684017  ,-110.44366293"
396396.0,Ca 6 air mi W of Rawlins.,U.S.A.,Wyoming,Carbon,41.79801,-107.3522,Rawlins,"  36.209095,-100.067856","  41.7907878,-107.239176 "
397081.0,Grand Teton National Park: southwest edge of Swan Lake,U.S.A.,Wyoming,Teton,43.8833,-110.629,Grand Teton National Park|Swan Lake,"  43.810566,-110.648796","  43.81056675,-110.64879478"
397098.0,Grand Teton National Park: Swan Lake.,U.S.A.,Wyoming,Teton,43.8902,-110.6315,Grand Teton National Park|Swan Lake,"  43.810566,-110.648796","  43.81056675,-110.64879478"
397139.0,Grand Teton National Park: Swan Lake.,U.S.A.,Wyoming,Teton,43.8888,-110.6334,Grand Teton National Park|Swan Lake,"  43.810566,-110.648796","  43.81056675,-110.64879478"
397141.0,Grand Teton National Park: Swan Lake.,U.S.A.,Wyoming,Teton,43.8992,-110.6322,Grand Teton National Park|Swan Lake,"  43.810566,-110.648796","  43.81056675,-110.64879478"
397158.0,Swan Lake.,U.S.A.,Wyoming,Teton,43.8888,-110.6334,Swan Lake," 37.146675,-90.62941 ",
397159.0,Pond near Swan Lake.,U.S.A.,Wyoming,Teton,43.8856,-110.6365,Swan Lake," 37.146675,-90.62941 ",
397182.0,Grand Teton National Park: near Swan Lake.,U.S.A.,Wyoming,Teton,43.901,-110.6366,Grand Teton National Park|Swan Lake,"  43.810566,-110.648796","  43.81056675,-110.64879478"
397209.0,Grand Teton National Park: island in Swan Lake.,U.S.A.,Wyoming,Teton,43.8884,-110.6301,Grand Teton National Park|Swan Lake,"  43.810566,-110.648796","  43.81056675,-110.64879478"
397305.0,Yellowstone National Park: Upper Basin.,U.S.A.,Wyoming,Teton,44.4634,-110.8351,Yellowstone National Park|Upper Basin,"  44.620087,-110.56069 ","  44.6200885 ,-110.56068933"
397342.0,Yellowstone National Park: Lower Basin.,U.S.A.,Wyoming,Teton,44.5598,-110.8399,Yellowstone National Park|Lower Basin,"  44.620087,-110.56069 ","  44.6200885 ,-110.56068933"
397374.0,"Beartooth Range: saddle just below (N) of main massif of Beartooth Butte, ca 1.3 air mi N of U.S. Hwy 212; ca 0.9 mi NW of Beartooth Lake.",U.S.A.,Wyoming,Park,44.9572,-109.6099,Beartooth Range|Beartooth Butte|U.S. Hwy 212|Beartooth Lake,,
397535.0,"Guernsey State Park: peninsula on northeast shore of Guernsey Reservoir, ca 2 1/4 air mi NW of Powell Mountain, ca 5 air mi NW of Guernsey.",U.S.A.,Wyoming,Platte,42.3243,-104.8114,Guernsey State Park|Guernsey Reservoir|Powell Mountain|Guernsey,"  42.311424,-104.78311 ","  42.3037861,-104.7698352"
397538.0,"Glendo State Park: southwestern shore of Glendo Reservoir, ca 2 air mi NE of Glendo.",U.S.A.,Wyoming,Platte,42.51379,-104.98252,Glendo State Park|Glendo Reservoir|Glendo,"  42.552128,-104.98242 ","  42.5560797,-104.9830262"
397985.0,"Red Creek Basin: Red Creek badlands on north and east slopes of Telephone Canyon, ca 6 air mi N of Colorado/Utah/Wyoming border.",U.S.A.,Wyoming,Sweetwater,41.0897,-109.0704,Red Creek Basin|Red Creek|Telephone Canyon|Colorado|Utah|Wyoming," 41.519196,-87.62632 ",
398059.0,"Northern Laramie Range: west end of Casper Mountain, 1-1.5 air mi E of Goose Egg, ca 8 air mi SW of Casper.",U.S.A.,Wyoming,Natrona,42.7607,-106.4653,Northern Laramie Range|Casper Mountain|Goose Egg|Casper,,
398215.0,"Northern Laramie Range: northwest slope of Muddy Mountain, ca 11 air mi S of Casper.",U.S.A.,Wyoming,Natrona,42.6797,-106.306,Northern Laramie Range|Muddy Mountain|Casper,,
398869.0,"Beartooth Plateau: slopes on east side of Twin Lakes, ca 2 air mi NE of Beartooth Pass, ca 0.5 mi S of Montana.",U.S.A.,Wyoming,Park,44.9946,-109.4287,Beartooth Plateau|Twin Lakes|Beartooth Pass|Montana,"  44.989944,-109.56739 ","  44.9899444,-109.5673893"
399911.0,"Beartooth Range: south side of U.S. Hwy 212, ca 1 mi W of outlet of Beartooth Lake; ca 0.8 mi S of south end of Beartooth Butte.",U.S.A.,Wyoming,Park,44.9377,-109.6192,Beartooth Range|U.S. Hwy 212|Beartooth Lake|Beartooth Butte,,
399912.0,"Beartooth Range: west side of Clay Butte, slopes on southwest side of Peak 10165, ca 1.5 air mi N of U.S. Hwy 212; 1.5 mi NW of Beartooth Lake.",U.S.A.,Wyoming,Park,44.959,-109.9294,Beartooth Range|Clay Butte|Peak 10165|U.S. Hwy 212|Beartooth Lake,,
399917.0,"Beartooth Range: northwest rim of Clay Butte, ca 0.2 mi S of Point 10049 (north top of butte); ca 2.3 mi W of Beauty Lake; ca 2.2 mi N of U.S. Hwy 212.",U.S.A.,Wyoming,Park,44.9675,-109.621,Beartooth Range|Clay Butte|Point 10049|butte|Beauty Lake|U.S. Hwy 212,,
399918.0,"Beartooth Range: northwest slope of ridge at north end of Beartooth Butte, ca 1 mi N of summit Beartooth Butte, ca 1.8 mi N of U.S. Hwy 212.",U.S.A.,Wyoming,Park,44.9685,-109.6114,Beartooth Range|Beartooth Butte|Beartooth Butte|U.S. Hwy 212,,
399923.0,"Beartooth Range: summit plateau of Beartooth Butte (at USGS benchmark), ca 0.9 mi NW of Beartooth Lake.",U.S.A.,Wyoming,Park,44.9548,-109.6102,Beartooth Range|Beartooth Butte|USGS|Beartooth Lake,,
400076.0,"Big Horn Range: Boyd Ridge W of Hidden Spring on Boyd Ridge Road, ca 2 mi N of Leaky Mountain on ridge on east side of Dark Canyon.",U.S.A.,Wyoming,Sheridan,44.9327,-107.7212,Big Horn Range|Boyd Ridge W|Hidden Spring|Boyd Ridge Road|Leaky Mountain|Dark Canyon,,
400791.0,"Jackson Hole: Bench at south end of Miller's Butte on north side of Flat Creek Wetland; ca .3 miles W of Refuge Road, and ca 1.3 mi NE of Jackson.",U.S.A.,Wyoming,Teton,43.4967,-110.7366,Jackson Hole|Miller's Butte|Flat Creek Wetland|Refuge Road|Jackson,"  44.48757,-106.24834","  43.684017  ,-110.44366293"
401971.0,Horse Creek Ranger Station.,U.S.A.,Wyoming,Fremont,43.6716,-109.6416,Horse Creek Ranger Station,,
402024.0,Sheep Mountain: Fence Creek.,U.S.A.,Wyoming,Albany,41.1786,-106.0297,Sheep Mountain|Fence Creek," 40.34471,-95.87351","  43.5438251,-110.5243642"
402117.0,"Shoshone National Forest: 4-5 mi W of Beartooth Pass, along U.S. Hwy 212.",U.S.A.,Wyoming,Park,44.9493,-109.4888,Shoshone National Forest|Beartooth Pass|U.S. Hwy 212,"  43.9913,-109.4575","  43.9912968 ,-109.45749364"
402442.0,"Medicine Bow National Forest: La Plata Mines, summit of Wyo Hwy 130.",U.S.A.,Wyoming,Albany,41.3429,-106.2997,Medicine Bow National Forest|La Plata Mines|Wyo Hwy 130,"  41.2161 ,-106.68071","  41.18194755,-107.11058049"
402590.0,West side of Swan Lake.,U.S.A.,Wyoming,Teton,43.8888,-110.6334,Swan Lake," 37.146675,-90.62941 ",
402929.0,Medicine Bow Mountains: South Brush Creek Campground along South Brush Creek.,U.S.A.,Wyoming,Carbon,41.3446,-106.4984,Medicine Bow Mountains|South Brush Creek|South Brush Creek,,
402956.0,Medicine Bow Mountains: 0.4 mi from Wyo Hwy 130 on the road to South Brush Creek Campground.,U.S.A.,Wyoming,Carbon,41.3453,-106.5215,Medicine Bow Mountains|Wyo Hwy 130|South Brush Creek Campground,,
405756.0,"Absaroka Mountains: ca 40 air mi W of Thermopolis on South Fork Owl Creek Road, ca 3.5 road mi SW of Middle Fork Owl Creek crossing.",U.S.A.,Wyoming,Hot Springs,43.6632,-109.0156,Absaroka Mountains|Thermopolis|South Fork Owl Creek Road|Middle Fork Owl Creek,"  43.557682,-109.15379 ","  43.5546784,-109.1420773"
533736.0,"South-central Wyoming: Sierra Madre: E of Sage Creek or County Road 401, ca 3 air mi SE of Tullis; ca 38.5 air mi S of Rawlins; ca 24 air mi ENE of Baggs.",U.S.A.,Wyoming,Carbon,41.2094,-107.2357,Wyoming|Sierra Madre|Sage Creek|County Road 401|Tullis|Rawlins|Baggs," 41.647343,-85.119026","  43.1700264,-107.568534 "
542340.0,"Sierra Madre: Savery Stock Driveway, ca 22 air mi E of Baggs.",U.S.A.,Wyoming,Carbon,41.0829,-107.243,Sierra Madre|Savery Stock Driveway|Baggs,"  32.712654,-104.47185 ",
542343.0,"Sierra Madre: Savery Stock Driveway, ca 22 air mi E of Baggs.",U.S.A.,Wyoming,Carbon,41.0967,-107.2429,Sierra Madre|Savery Stock Driveway|Baggs,"  32.712654,-104.47185 ",
542347.0,"Sierra Madre: Copper Creek, ca 5.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1464,-106.8658,Sierra Madre|Copper Creek|Encampment,"  32.712654,-104.47185 ",
542349.0,"Sierra Madre: North Fork Encampment River, ca 2 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1865,-106.8229,Sierra Madre|North Fork Encampment River|Encampment,"  32.712654,-104.47185 ",
542350.0,"Sierra Madre: North Fork Encampment River, ca 2 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1887,-106.8193,Sierra Madre|North Fork Encampment River|Encampment,"  32.712654,-104.47185 ",
542351.0,"Sierra Madre: Willow Creek, ca 7.3 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1399,-106.8992,Sierra Madre|Willow Creek|Encampment,"  32.712654,-104.47185 ",
542353.0,"Sierra Madre: Willow Creek, ca 7 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1408,-106.8972,Sierra Madre|Willow Creek|Encampment,"  32.712654,-104.47185 ",
542354.0,"Sierra Madre: N of Purgatory Gulch, ca 4.5 air mi SSE of Encampment.",U.S.A.,Wyoming,Carbon,41.1445,-106.7608,Sierra Madre|Purgatory Gulch|Encampment,"  32.712654,-104.47185 ",
542355.0,"Sierra Madre: N of Purgatory Gulch, ca 5 air mi SSE of Encampment.",U.S.A.,Wyoming,Carbon,41.1423,-106.7526,Sierra Madre|Purgatory Gulch|Encampment,"  32.712654,-104.47185 ",
542356.0,"Sierra Madre: N of Purgatory Gulch, ca 5 air mi SSE of Encampment.",U.S.A.,Wyoming,Carbon,41.1424,-106.7546,Sierra Madre|Purgatory Gulch|Encampment,"  32.712654,-104.47185 ",
542358.0,"Sierra Madre: Miner Creek, ca 4.5 air mi SSW of Encampment.",U.S.A.,Wyoming,Carbon,41.1461,-106.8204,Sierra Madre|Miner Creek|Encampment,"  32.712654,-104.47185 ",
542361.0,"Sierra Madre: South Fork Miner Creek, ca 6 air mi SSW of Encampment.",U.S.A.,Wyoming,Carbon,41.1268,-106.8416,Sierra Madre|South Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
542362.0,"Sierra Madre: North Fork Encampment River, ca 7 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1554,-106.9063,Sierra Madre|North Fork Encampment River|Encampment,"  32.712654,-104.47185 ",
542363.0,"Sierra Madre: below Continental Divide, ca 10 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1004,-106.9192,Sierra Madre|Continental Divide|Encampment,"  32.712654,-104.47185 ",
542364.0,"Sierra Madre: near Continental Divide, ca 10.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.0916,-106.9202,Sierra Madre|Continental Divide|Encampment,"  32.712654,-104.47185 ",
542365.0,"Sierra Madre: Continental Divide, ca 10.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.0916,-106.9202,Sierra Madre|Continental Divide|Encampment,"  32.712654,-104.47185 ",
542366.0,"Sierra Madre: below Continental Divide, ca 10 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1009,-106.9187,Sierra Madre|Continental Divide|Encampment,"  32.712654,-104.47185 ",
542372.0,"Sierra Madre: Continental Divide above South Fork Miner Creek, ca 10 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.0808,-106.8931,Sierra Madre|Continental Divide|South Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
542374.0,"Sierra Madre: South Fork Miner Creek, ca 9.5 air mi SSW of Encampment.",U.S.A.,Wyoming,Carbon,41.0896,-106.8852,Sierra Madre|South Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
542376.0,"Sierra Madre: South Fork Miner Creek, ca 9.5 air mi SSW of Encampment.",U.S.A.,Wyoming,Carbon,41.089,-106.8874,Sierra Madre|South Fork Miner Creek|Encampment,"  32.712654,-104.47185 ",
542382.0,"Sierra Madre: Continental Divide, ca 10.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.0935,-106.931,Sierra Madre|Continental Divide|Encampment,"  32.712654,-104.47185 ",
542384.0,"Sierra Madre: Continental Divide, ca 10.5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.0896,-106.9231,Sierra Madre|Continental Divide|Encampment,"  32.712654,-104.47185 ",
542385.0,"Sierra Madre: Miller Creek-Encampment River, ca 10 air mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.06,-106.8064,Sierra Madre|Miller Creek-Encampment River|Encampment,"  32.712654,-104.47185 ",
542386.0,"Sierra Madre: Miller Creek, ca 10 air mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.0631,-106.8178,Sierra Madre|Miller Creek|Encampment,"  32.712654,-104.47185 ",
542387.0,"Sierra Madre: Copper Creek, ca 5 air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1466,-106.8532,Sierra Madre|Copper Creek|Encampment,"  32.712654,-104.47185 ",
542393.0,"Sierra Madre: Encampment Mountain, ca 2.5  air mi SW of Encampment.",U.S.A.,Wyoming,Carbon,41.1809,-106.8261,Sierra Madre|Encampment Mountain|Encampment,"  32.712654,-104.47185 ",
542395.0,"Sierra Madre: Encampment River, ca 3.4 air mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.1563,-106.7904,Sierra Madre|Encampment River|Encampment,"  32.712654,-104.47185 ",
542397.0,"Sierra Madre: Encampment River, ca 5 air mi S of Encampment.",U.S.A.,Wyoming,Carbon,41.1325,-106.7872,Sierra Madre|Encampment River|Encampment,"  32.712654,-104.47185 ",
542398.0,"Sierra Madre: Holroyd Park, ca 17.5 air mi SE of Encampment.",U.S.A.,Wyoming,Carbon,41.0314,-106.5503,Sierra Madre|Holroyd Park|Encampment,"  32.712654,-104.47185 ",
542401.0,"Medicine Bow Mountains: North French Creek, ca 17 air mi E of Encampment.",U.S.A.,Wyoming,Carbon,41.2448,-106.4704,Medicine Bow Mountains|North French Creek|Encampment,,
